image,phrase1,phrase2,original_phrase1,original_phrase2,ytrue,roi1,roi2,preprocessed_phrase1,preprocessed_phrase2,original_label,type_label
2372763106,black+dog,race+dog,A black dog,A race dog,True,153,153,black dog,race dog,Independence,4
2372763106,race+dog,black+dog,A race dog,A black dog,True,153,153,race dog,black dog,Independence,4
3260214530,wooden+bench,bench,a wooden bench,a bench,True,13,13,wooden bench,bench,Entailment1,1
2808838598,asian+fruit,many+types+fruit,An Asian fruit,many types of fruit,True,108,108,asian fruit,many types fruit,Entailment1,1
6838087446,man,another+man,the man,another man,True,180,101,man,another man,Equivalence,3
6838087446,two+men,two+boys,Two men,Two boys,True,101,101,two men,two boys,Alternation,0
6838087446,man,two+boys,the man,Two boys,True,180,101,man,two boys,Alternation,0
6838087446,another+man,two+boys,another man,Two boys,True,101,101,another man,two boys,Alternation,0
7822651508,young+caucasian+man,boy,Young caucasian man,The boy,True,155,155,young caucasian man,boy,Alternation,0
7822651508,mountain+bike,bike,a mountain bike,his bike,True,168,168,mountain bike,bike,Entailment1,1
7822651508,helmeted+man,boy,One helmeted man,The boy,True,155,155,one helmeted man,boy,Alternation,0
7822651508,mountain+bike,bike,a mountain bike,the bike,True,168,168,mountain bike,bike,Entailment1,1
7822651508,man,boy,A man,The boy,True,155,155,man,boy,Alternation,0
7822651508,boy,man,The boy,A man,True,155,155,boy,man,Alternation,0
7174804452,toddler,child,A toddler,Child,True,64,64,toddler,child,Alternation,0
7174804452,toddler,baby,A toddler,A baby,True,64,64,toddler,baby,Alternation,0
7174804452,toddler,small+child,A toddler,A small child,True,64,64,toddler,small child,Alternation,0
7174804452,child,baby,Child,A baby,True,64,64,child,baby,Alternation,0
7174804452,baby,small+child,A baby,A small child,True,64,64,baby,small child,Alternation,0
2512585330,several+people,people,several people,other people,True,36,36,several people,other people,Entailment1,1
121556804,four+hikers,group+four+men,The four hikers,A group of four men,True,164,164,four hikers,group four men,Independence,4
4706794395,glamorous+looking+woman,seductive+women,A glamorous looking woman,A seductive women,True,47,47,glamorous looking woman,seductive women,Independence,4
4706794395,glamorous+looking+woman,stage+girl,A glamorous looking woman,Stage girl,True,47,47,glamorous looking woman,stage girl,Alternation,0
4706794395,woman,seductive+women,A woman,A seductive women,True,47,47,woman,seductive women,Alternation,0
4706794395,woman,stage+girl,A woman,Stage girl,True,47,47,woman,stage girl,Alternation,0
4706794395,seductive+women,stage+girl,A seductive women,Stage girl,True,47,47,seductive women,stage girl,Alternation,0
46348868,woman,young+man,woman,A young man,True,166,166,woman,young man,Alternation,0
2856252334,little+boy,boy,A little boy,A boy,True,142,142,little boy,boy,Entailment1,1
2856252334,little+boy,boy,a little boy,A boy,True,142,142,little boy,boy,Entailment1,1
360723732,red+object,red+toy,a red object,a red toy,True,-1,-1,red object,red toy,Entailment1,1
360723732,red+toy,something,a red toy,something,True,-1,-1,red toy,something,Entailment1,1
2338572904,snowboarder,man,Snowboarder,A man,True,177,-1,snowboarder,man,Independence,4
2338572904,man,snowboarder,A man,A snowboarder,True,-1,177,man,snowboarder,Independence,4
2338572904,man,person,A man,A person,True,-1,-1,man,person,Entailment1,1
2338572904,snowboarder,man,A snowboarder,A man,True,177,-1,snowboarder,man,Independence,4
6006578474,horse,white+horse,a horse,a white horse,True,119,119,horse,white horse,Entailment1,1
6006578474,person,man,A person,A man,True,-1,-1,person,man,Entailment1,1
4942199590,sidewalk,street,a sidewalk,the street,True,187,153,sidewalk,street,Alternation,0
4942199590,sidewalk,street,the sidewalk,the street,True,187,153,sidewalk,street,Alternation,0
4942199590,street,sidewalk,the street,the sidewalk,True,153,187,street,sidewalk,Alternation,0
1459581481,walkway,pier+bridge,a walkway,a pier or bridge,True,68,68,walkway,pier bridge,Entailment1,1
2446924427,group+people,people,A group of people,People,True,169,169,group people,people,Entailment1,1
3375549004,orange+robes,yellow+shawls,orange robes,yellow shawls,True,92,92,orange robes,yellow shawls,Alternation,0
3375549004,yellow+shawls,orange+robes,yellow shawls,orange robes,True,92,92,yellow shawls,orange robes,Alternation,0
3375549004,three+men,men,Three men,Men,True,145,145,three men,men,Entailment1,1
656260720,blue+patterned+swimsuit,swimsuit,a blue patterned swimsuit,a swimsuit,True,93,93,blue patterned swimsuit,swimsuit,Entailment1,1
7233046630,man,person,A man,A person,True,193,193,man,person,Entailment1,1
7233046630,person,man,A person,A man,True,193,193,person,man,Entailment1,1
2429505595,woman,girl,A woman,A girl,True,49,49,woman,girl,Alternation,0
2429505595,woman,girl,A woman,the girl,True,49,49,woman,girl,Alternation,0
2429505595,woman,girl,A woman,a girl,True,49,49,woman,girl,Alternation,0
2429505595,man,boy,a man,A boy,True,114,114,man,boy,Alternation,0
2429505595,girl,woman,A girl,a woman,True,49,49,girl,woman,Alternation,0
2429505595,girl,woman,A girl,the woman,True,49,49,girl,woman,Alternation,0
2429505595,girl,woman,the girl,a woman,True,49,49,girl,woman,Alternation,0
2429505595,girl,woman,the girl,the woman,True,49,49,girl,woman,Alternation,0
2429505595,girl,woman,A girl,A woman,True,49,49,girl,woman,Alternation,0
2429505595,girl,woman,the girl,A woman,True,49,49,girl,woman,Alternation,0
2429505595,man,boy,A man,A boy,True,114,114,man,boy,Alternation,0
2429505595,woman,girl,a woman,a girl,True,49,49,woman,girl,Alternation,0
2429505595,woman,girl,the woman,a girl,True,49,49,woman,girl,Alternation,0
2429505595,girl,woman,a girl,A woman,True,49,49,girl,woman,Alternation,0
7184997356,finely+dressed+woman,girl,a finely dressed woman,the girl,True,-1,-1,finely dressed woman,girl,Alternation,0
7184997356,woman,women,a woman,women,True,-1,-1,woman,women,Equivalence,3
7184997356,woman,girl,a woman,the girl,True,-1,-1,woman,girl,Alternation,0
7184997356,guy,middle-aged+man,A guy,A middle-aged man,True,144,144,guy,middle-aged man,Entailment1,1
7184997356,women,girl,women,the girl,True,-1,-1,women,girl,Alternation,0
3268407162,tennis+ball,ball,a tennis ball,a ball,True,107,107,tennis ball,ball,Entailment1,1
3268407162,man,tennis+player,man,a tennis player,True,143,143,man,tennis player,Independence,4
3268407162,tennis+ball,ball,a tennis ball,the ball,True,107,107,tennis ball,ball,Entailment1,1
3268407162,ball,tennis+ball,a ball,a tennis ball,True,107,107,ball,tennis ball,Entailment1,1
3268407162,man,tennis+player,A man,a tennis player,True,143,143,man,tennis player,Independence,4
418396886,large+group+bikers,people,Large group of bikers,People,True,126,126,large group bikers,people,Entailment1,1
418396886,people,group+people,People,A group of people,True,126,126,people,group people,Entailment1,1
418396886,group+people,people,A group of people,People,True,126,126,group people,people,Entailment1,1
4688319411,operator,technician,an operator,A technician,True,-1,-1,operator,technician,Entailment1,1
4688319411,bunch+medical+machines,medical+equipment,a bunch of medical machines,medical equipment,True,109,109,bunch medical machines,medical equipment,Equivalence,3
4690435409,girl,woman,a girl,woman,True,141,141,girl,woman,Alternation,0
4690435409,man,boy,A man,A boy,True,64,64,man,boy,Alternation,0
4690435409,woman,girl,woman,a girl,True,141,141,woman,girl,Alternation,0
3644690490,boy,young+man,Boy,A young man,True,124,124,boy,young man,Alternation,0
3644690490,young+boy,young+man,A young boy,A young man,True,124,124,young boy,young man,Alternation,0
4814584955,benches,chairs,benches,chairs,True,73,73,benches,chairs,Alternation,0
2210065293,group+people,people,A group of people,People,True,105,105,group people,people,Entailment1,1
2210065293,beautiful+light+blue+seas,water,beautiful light blue seas,the water,True,19,19,beautiful light blue seas,water,Entailment1,1
2210065293,people,group+people,People,A group of people,True,105,105,people,group people,Entailment1,1
191003287,girl,child,a girl,his child,True,-1,-1,girl,child,Entailment1,1
4603100449,shorter+asian,small+brunette+woman,the other shorter Asian,A small brunette woman,True,184,184,other shorter asian,small brunette woman,Independence,4
4603100449,tall+blond+girl,young+blond+woman,a tall blond girl,A young blond woman,True,81,81,tall blond girl,young blond woman,Alternation,0
5791070,desk,ticket+counter,the desk,a ticket counter,True,16,16,desk,ticket counter,Independence,4
4587229099,small+group+blond-hair+women,girls,A small group of blond-hair women,Girls,True,65,65,small group blond-hair women,girls,Alternation,0
4587229099,starbucks,star+bucks,Starbucks,a Star Bucks,True,45,45,starbucks,star bucks,Equivalence,3
4587229099,group+women,girls,A group of women,Girls,True,65,65,group women,girls,Alternation,0
4587229099,starbucks,star+bucks,a Starbucks,a Star Bucks,True,45,45,starbucks,star bucks,Equivalence,3
4587229099,girls,group+blond+young+women,Girls,A group of blond young women,True,65,65,girls,group blond young women,Alternation,0
2810456728,band,group+men,A band,A group of men,True,124,124,band,group men,Independence,4
3955648022,boy,young+man,a boy,A young man,True,148,148,boy,young man,Alternation,0
3955648022,boy,young+man,A boy,A young man,True,148,148,boy,young man,Alternation,0
3955648022,young+man,boy,A young man,A boy,True,148,148,young man,boy,Alternation,0
512306469,child,toddler,The child,A toddler,True,2,2,child,toddler,Alternation,0
512306469,face+paint,blue+face+paint,face paint,blue face paint,True,89,89,face paint,blue face paint,Entailment1,1
2435685480,girl,woman,A girl,A woman,True,52,52,girl,woman,Alternation,0
1587652280,large+group+middle-school+aged+children,group+school+children,A large group of middle-school aged children,A group of school children,True,90,90,large group middle-school aged children,group school children,Entailment1,1
1587652280,trail,country+path,a trail,a country path,True,94,94,trail,country path,Entailment1,1
4344503313,people,group+people,People,The group of people,True,197,197,people,group people,Entailment1,1
4344503313,people,group+people,People,A group of people,True,197,197,people,group people,Entailment1,1
4344503313,group+people,people,The group of people,People,True,197,197,group people,people,Entailment1,1
4344503313,group+people,people,A group of people,People,True,197,197,group people,people,Entailment1,1
7052777683,man,topless+person,A man,Topless person,True,114,114,man,topless person,Independence,4
7052777683,man,surfer,A man,A surfer,True,114,114,man,surfer,Independence,4
7052777683,topless+person,man,Topless person,A man,True,114,114,topless person,man,Independence,4
7052777683,topless+person,young+man,Topless person,A young man,True,114,114,topless person,young man,Independence,4
7052777683,surfer,man,A surfer,A man,True,114,114,surfer,man,Independence,4
7147639585,5+adult+men,five+people,5 adult men,Five people,True,130,130,5 adult men,five people,Entailment1,1
4872515255,go-round,green+merry-go-round,a go-round,green merry-go-round,True,54,54,go-round,green merry-go-round,Entailment1,1
2831313661,man,boy,A man,The boy,True,183,183,man,boy,Alternation,0
2831313661,boy,man,The boy,A man,True,183,183,boy,man,Alternation,0
4108479912,african+man,man,An African man,Man,True,11,11,african man,man,Entailment1,1
2081615901,black+shirts,identical+outfits,black shirts,identical outfits,True,61,61,black shirts,identical outfits,Independence,4
49695755,boy,little+boy,A boy,A little boy,True,190,190,boy,little boy,Entailment1,1
49695755,little+boy,boy,A little boy,A boy,True,190,190,little boy,boy,Entailment1,1
49695755,blue+bat,bat,a blue bat,a bat,True,143,143,blue bat,bat,Entailment1,1
4864275268,large+screen,large+computer+screen,a large screen,a large computer screen,True,192,192,large screen,large computer screen,Entailment1,1
5829317322,two+girls,two+women,Two girls,Two women,True,63,63,two girls,two women,Alternation,0
18835207,blond+woman,young+blond+woman,Blond woman,A young blond woman,True,140,140,blond woman,young blond woman,Entailment1,1
18835207,blond+woman,girl,Blond woman,A girl,True,140,140,blond woman,girl,Alternation,0
18835207,young+blond+woman,blond+woman,A young blond woman,A blond woman,True,140,140,young blond woman,blond woman,Entailment1,1
18835207,young+blond+woman,girl,A young blond woman,A girl,True,140,140,young blond woman,girl,Alternation,0
18835207,woman,girl,A woman,A girl,True,140,140,woman,girl,Alternation,0
18835207,blond+woman,girl,A blond woman,A girl,True,140,140,blond woman,girl,Alternation,0
4614085621,ballerina,ballet+dancer,A ballerina,A ballet dancer,True,136,136,ballerina,ballet dancer,Equivalence,3
4614085621,ballet+dancer,ballerina,A ballet dancer,Ballerina,True,136,136,ballet dancer,ballerina,Equivalence,3
3444281183,food+vendor,chef,A food vendor,A chef,True,-1,-1,food vendor,chef,Independence,4
735787579,orange+shirt,red+shirt,an orange shirt,a red shirt,True,-1,-1,orange shirt,red shirt,Alternation,0
3468346269,blue+race+car,car,Blue race car,Car,True,-1,-1,blue race car,car,Entailment1,1
2405740253,fist,raised+fist,his fist,a raised fist,True,-1,-1,fist,raised fist,Entailment1,1
2405740253,red+hard+hat,hard+hat,a red hard hat,a hard hat,True,-1,-1,red hard hat,hard hat,Entailment1,1
2405740253,crowd,crowd+people,the crowd,a crowd of people,True,8,8,crowd,crowd people,Equivalence,3
4633788691,two+women,two+big+girls,Two women,Two big girls,True,116,116,two women,two big girls,Alternation,0
341235582,pink+care,pink+care+bears+blanket,a pink care,a pink Care Bears blanket,True,50,50,pink care,pink care bears blanket,Alternation,0
4160672903,man,another+man,A man,another man,True,179,179,man,another man,Equivalence,3
4160672903,man,another+man,a man,another man,True,179,179,man,another man,Equivalence,3
4160672903,furry+white+coat,white+fuzzy+jacket,a furry white coat,white fuzzy jacket,True,164,164,furry white coat,white fuzzy jacket,Alternation,0
4160672903,another+man,man,another man,Man,True,179,179,another man,man,Equivalence,3
2896180326,line+people,group+motocross+racers,A line of people,A group of motocross racers,True,10,10,line people,group motocross racers,Independence,4
214417276,woman,women,A woman,Women,True,168,168,woman,women,Equivalence,3
1359101233,dog,tan+dog,A dog,A tan dog,True,14,14,dog,tan dog,Entailment1,1
1359101233,tan+dog,dog,A tan dog,a dog,True,14,14,tan dog,dog,Entailment1,1
1359101233,tan+dog,dog,A tan dog,The dog,True,14,14,tan dog,dog,Entailment1,1
501736361,toddler,young+child,A toddler,The young child,True,65,65,toddler,young child,Alternation,0
4785666083,woman,girl,a woman,The girl,True,-1,-1,woman,girl,Alternation,0
4785666083,group+people,people,a group of people,People,True,182,182,group people,people,Entailment1,1
3202793609,africans,two+local+women,Africans,Two local women,True,41,41,africans,two local women,Independence,4
3202793609,africans,two+people,Africans,Two people,True,41,41,africans,two people,Independence,4
3016544053,woman,girl,A woman,girl,True,77,77,woman,girl,Alternation,0
3016544053,sand+birds,bye+birds,sand birds,bye birds,True,198,198,sand birds,bye birds,Independence,4
3016544053,girl,woman,girl,A woman,True,77,77,girl,woman,Alternation,0
909808296,street,sidewalk,the street,the sidewalk,True,-1,-1,street,sidewalk,Alternation,0
180217379,black+white+rooster,chicken,a black and white rooster,a chicken,True,-1,-1,black white rooster,chicken,Entailment1,1
3029463004,person,male+surfer,Person,A male surfer,True,125,125,person,male surfer,Entailment1,1
3029463004,person,man,Person,A man,True,125,125,person,man,Entailment1,1
3029463004,man,surfer,A man,A surfer,True,125,125,man,surfer,Independence,4
4543732537,beautiful+seascape,beach,A beautiful seascape,beach,True,2,18,beautiful seascape,beach,Independence,4
4696582030,construction+worker,worker,A construction worker,A worker,True,32,32,construction worker,worker,Entailment1,1
502468859,group+people,people,A group of people,People,True,76,76,group people,people,Entailment1,1
2934121315,light+blond+dog,young+dog,A light blond dog,A young dog,True,187,187,light blond dog,young dog,Independence,4
2599444370,black+dog,dog,A black dog,A dog,True,21,74,black dog,dog,Entailment1,1
339800370,pink+top,pink+shirt,a pink top,a pink shirt,True,196,196,pink top,pink shirt,Entailment1,1
4893958897,city+street,street,a city street,the street,True,-1,-1,city street,street,Entailment1,1
4893958897,mechanical+elephant,elephant,a mechanical elephant,elephant,True,130,130,mechanical elephant,elephant,Entailment1,1
4893958897,elephant,giant+mechanical+elephant,elephant,a giant mechanical elephant,True,130,130,elephant,giant mechanical elephant,Entailment1,1
4530484184,woman,girl,A woman,Girl,True,42,42,woman,girl,Alternation,0
4530484184,girl,woman,Girl,A woman,True,42,42,girl,woman,Alternation,0
3328296271,group+people,children,A group of people,Children,True,186,186,group people,children,Entailment1,1
3328296271,white+shirts,white+t-shirts,white shirts,white t-shirts,True,183,183,white shirts,white t-shirts,Entailment1,1
3328296271,piece+wood,wooden+board,a piece of wood,a wooden board,True,148,148,piece wood,wooden board,Entailment1,1
3328296271,group+people,people,A group of people,People,True,186,186,group people,people,Entailment1,1
3328296271,children,workers,Children,Workers,True,186,186,children,workers,Independence,4
3557295488,man,two+men,A man,Two men,True,131,131,man,two men,Alternation,0
3557295488,man,two+men,a man,Two men,True,131,131,man,two men,Alternation,0
6164609837,six+men,boys,Six men,The boys,True,3,3,six men,boys,Alternation,0
6164609837,six+men,boys,Six men,Boys,True,3,3,six men,boys,Alternation,0
3720645102,flower+basket,basket+flowers,a flower basket,a basket of flowers,True,131,131,flower basket,basket flowers,Equivalence,3
2220333513,formal+wear,restaurant+uniforms,formal wear,restaurant uniforms,True,3,3,formal wear,restaurant uniforms,Independence,4
3539447637,brunette,woman,A brunette,A woman,True,65,65,brunette,woman,Independence,4
2647062476,six+women,group+girls,Six women,A group of girls,True,155,155,six women,group girls,Alternation,0
2647062476,group+girls,six+women,A group of girls,Six women,True,155,155,group girls,six women,Alternation,0
2647062476,group+girls,women,A group of girls,Women,True,155,155,group girls,women,Alternation,0
2647062476,women,six+people,Women,Six people,True,155,155,women,six people,Independence,4
3408074866,toddler,young+child,A toddler,A young child,True,-1,-1,toddler,young child,Alternation,0
3408074866,toddler,small+child,A toddler,A small child,True,-1,-1,toddler,small child,Alternation,0
471464700,baby,child,A baby,a child,True,94,94,baby,child,Alternation,0
471464700,child,baby,a child,A baby,True,94,94,child,baby,Alternation,0
471464700,child,baby,a child,baby,True,94,94,child,baby,Alternation,0
5152207388,kind+food,something,some kind of food,something,True,188,188,some kind food,something,Entailment1,1
2860202109,black+man,dark-skinned+man,A black man,dark-skinned man,True,8,8,black man,dark-skinned man,Entailment1,1
1480712062,small+crustacean,small+lobster,small crustacean,a very small lobster,True,133,133,small crustacean,small lobster,Entailment1,1
1480712062,small+crustacean,small+lobster,small crustacean,a small lobster,True,133,133,small crustacean,small lobster,Entailment1,1
3655103576,group+people,people,A group of people,People,True,189,189,group people,people,Entailment1,1
2356664078,field,stretch+grass,field,a stretch of grass,True,74,74,field,stretch grass,Entailment1,1
2356664078,stretch+grass,field,a stretch of grass,a field,True,74,74,stretch grass,field,Entailment1,1
308487515,crumb,small+piece+food,a crumb,a small piece of food,True,-1,-1,crumb,small piece food,Entailment1,1
407008823,snowy+mountain,snow,one snowy mountain,the snow,True,154,154,one snowy mountain,snow,Entailment1,1
4156102515,tree,snowy+tree+limbs,a tree,snowy tree limbs,True,184,184,tree,snowy tree limbs,Entailment1,1
4156102515,pine+tree,snow+covered+tree,a pine tree,a snow covered tree,True,184,184,pine tree,snow covered tree,Independence,4
3871713477,large+installation+woman,girl,a large installation of a woman,A girl,True,173,173,large installation woman,girl,Alternation,0
3871713477,life-like+portrait+woman,girl,a life-like portrait of a woman,A girl,True,173,173,life-like portrait woman,girl,Alternation,0
4435885205,girl,another+women,the girl,another women,True,100,100,girl,another women,Alternation,0
4435885205,sidewalk,street,the sidewalk,a street,True,133,133,sidewalk,street,Alternation,0
4435885205,tall+person,two+lovers,A tall person,Two lovers,True,44,44,tall person,two lovers,Alternation,0
4435885205,sidewalk,street,the sidewalk,the street,True,133,133,sidewalk,street,Alternation,0
4484644842,girl,woman,Girl,A woman,True,-1,-1,girl,woman,Alternation,0
4484644842,marching+band,band+members,the marching band,Band members,True,177,4,marching band,band members,Independence,4
3323988406,man,skateboarder,A man,The skateboarder,True,194,194,man,skateboarder,Independence,4
3323988406,man,skateboarder,A man,A skateboarder,True,194,194,man,skateboarder,Independence,4
3323988406,huge+skateboarding+ramp,ramp,a huge skateboarding ramp,a ramp,True,128,128,huge skateboarding ramp,ramp,Entailment1,1
1250181412,mountain+bikes,bikes,mountain bikes,bikes,True,168,168,mountain bikes,bikes,Entailment1,1
1250181412,forest+terrain,forest,a forest terrain,the forest,True,4,4,forest terrain,forest,Equivalence,3
4612060755,someone,another+male,someone,another male,True,-1,-1,someone,another male,Entailment1,1
4612060755,guy,kid,A guy,a kid,True,100,100,guy,kid,Alternation,0
4612060755,male,man,A male,A man,True,100,100,male,man,Equivalence,3
2280354512,black+dog,dog,A black dog,A dog,True,74,74,black dog,dog,Entailment1,1
3002448718,four+women,girls,Four women,Girls,True,92,92,four women,girls,Alternation,0
3002448718,four+women,group+girls,Four women,A group of girls,True,92,92,four women,group girls,Alternation,0
3002448718,girls,group+women,Girls,A group of women,True,92,92,girls,group women,Alternation,0
3002448718,group+girls,group+women,A group of girls,A group of women,True,92,92,group girls,group women,Alternation,0
3241263130,person,man,A person,The man,True,146,146,person,man,Entailment1,1
4682801730,red+tank+top,red+top,a red tank top,a red top,True,-1,-1,red tank top,red top,Entailment1,1
4646799327,three+working+men,three+workers,Three working men,Three workers,True,184,184,three working men,three workers,Entailment1,1
474784914,sort+large+reflecting+object,long+irregular+shaped+mirror,some sort of large reflecting object,a long irregular shaped mirror,True,32,32,some sort large reflecting object,long irregular shaped mirror,Independence,4
474784914,people,group+people,People,A group of people,True,90,90,people,group people,Entailment1,1
474784914,group+people,people,A group of people,People,True,90,90,group people,people,Entailment1,1
571130875,six+women,group+girls,Six women,A group of girls,True,6,6,six women,group girls,Alternation,0
571130875,group+girls,six+women,A group of girls,Six women,True,6,6,group girls,six women,Alternation,0
571130875,crowd,six+females,a crowd,Six females,True,84,6,crowd,six females,Independence,4
571130875,people,crowd,other people,a crowd,True,178,84,other people,crowd,Entailment1,1
571130875,pink+dresses,formal+attire,pink dresses,formal attire,True,81,81,pink dresses,formal attire,Independence,4
4801019279,orange+robes,orange+dress-type+style+clothing,orange robes,orange dress-type style of clothing,True,80,80,orange robes,orange dress-type style clothing,Entailment1,1
4801019279,man,monk,A man,A monk,True,86,86,man,monk,Entailment1,1
4801019279,orange+dress-type+style+clothing,orange+robes,orange dress-type style of clothing,orange robes,True,80,80,orange dress-type style clothing,orange robes,Entailment1,1
4801019279,pale+orange+wall,wall,a pale orange wall,a wall,True,2,2,pale orange wall,wall,Entailment1,1
514506850,person,also+wet+friend,One person,his also wet friend,True,18,18,one person,also wet friend,Entailment1,1
514506850,another+person,also+wet+friend,another person,his also wet friend,True,18,18,another person,also wet friend,Entailment1,1
7379448802,bright+red+yellow+goods,strands+marigolds,bright red and yellow goods,strands of marigolds,True,67,67,bright red yellow goods,strands marigolds,Independence,4
7379448802,group+workers,group+natives,A group of workers,A group of natives,True,181,181,group workers,group natives,Independence,4
2414352262,girl,child,A girl,A child,True,184,184,girl,child,Entailment1,1
2414352262,child,girl,A child,A girl,True,184,184,child,girl,Entailment1,1
2414352262,child,girl,A child,This girl,True,184,184,child,girl,Entailment1,1
568940932,woman,young+girl,A woman,A young girl,True,181,181,woman,young girl,Alternation,0
568940932,woman,girl,A woman,A girl,True,181,181,woman,girl,Alternation,0
568940932,young+girl,woman,A young girl,A woman,True,181,181,young girl,woman,Alternation,0
4758483073,flying+model+bi-plane,toy+airplane,a flying model of a bi-plane,his toy airplane,True,194,194,flying model bi-plane,toy airplane,Entailment1,1
4758483073,model+airplane,toy+airplane,a model airplane,his toy airplane,True,194,194,model airplane,toy airplane,Entailment1,1
2644916196,small+laughing+child,toddler,Small laughing child,Toddler,True,88,88,small laughing child,toddler,Alternation,0
2644916196,child,toddler,A child,Toddler,True,88,88,child,toddler,Alternation,0
5633758879,sidewalk,street,a sidewalk,the street,True,-1,-1,sidewalk,street,Alternation,0
8113418940,man,boy,Man,A boy,True,59,59,man,boy,Alternation,0
8113418940,boy,man,A boy,A man,True,59,59,boy,man,Alternation,0
8113418940,boy,man,A boy,This man,True,59,59,boy,man,Alternation,0
3556598205,person,man,A person,A man,True,159,159,person,man,Entailment1,1
3556598205,man,person,A man,A person,True,159,159,man,person,Entailment1,1
4854810336,child,baby,child,a baby,True,190,-1,child,baby,Alternation,0
4854810336,baby,child,a baby,a child,True,-1,190,baby,child,Alternation,0
4854810336,baby,small+child,a baby,a small child,True,-1,-1,baby,small child,Alternation,0
6328396194,teammate,2+men,one teammate,2 men,True,118,118,one teammate,2 men,Alternation,0
3103248445,newborn+son,baby,his newborn son,his baby,True,185,185,newborn son,baby,Entailment1,1
3692746368,stream,river,a stream,a river,True,103,103,stream,river,Independence,4
5220940345,girl,child,a girl,A child,True,102,102,girl,child,Entailment1,1
5381684062,young+teenage+boy,man,A young teenage boy,One man,True,-1,-1,young teenage boy,one man,Alternation,0
4150353377,group+people,people,Group of people,People,True,121,121,group people,people,Entailment1,1
7544009146,two+older+men,two+concert+base+players,Two older men,Two concert base players,True,187,187,two older men,two concert base players,Independence,4
4574105974,mass+white+cotton+candy,large+amount+cotton+candy,a mass of white cotton candy,large amount of cotton candy,True,112,112,mass white cotton candy,large amount cotton candy,Independence,4
4574105974,two+young+blond+women,two+girls,Two young blond women,two girls,True,56,56,two young blond women,two girls,Alternation,0
4574105974,women,two+girls,Women,two girls,True,56,56,women,two girls,Alternation,0
4574105974,two+women,two+girls,Two women,two girls,True,56,56,two women,two girls,Alternation,0
36286937,man,male,A man,Male,True,198,198,man,male,Equivalence,3
36286937,man,male,Man,Male,True,198,198,man,male,Equivalence,3
3595956590,fence,wire+fence,a fence,a wire fence,True,3,3,fence,wire fence,Entailment1,1
3595956590,blond-haired+girl,young+beautiful+girl,A blond-haired girl,A young beautiful girl,True,67,67,blond-haired girl,young beautiful girl,Independence,4
2245914678,red-haired+girl,woman,a red-haired girl,A woman,True,95,95,red-haired girl,woman,Alternation,0
2245914678,girl,woman,A girl,A woman,True,95,95,girl,woman,Alternation,0
2245914678,dyed+red-hair,red+dreadlocks,dyed red-hair,red dreadlocks,True,127,127,dyed red-hair,red dreadlocks,Independence,4
2245914678,woman,girl,A woman,A girl,True,95,95,woman,girl,Alternation,0
1956585457,cakes,cake,cakes,a cake,True,47,47,cakes,cake,Entailment1,1
2318027669,person,man,A person,A man,True,58,58,person,man,Entailment1,1
4717660540,building,store,a building,a store,True,11,11,building,store,Entailment1,1
7525845590,person,man,A person,Man,True,187,187,person,man,Entailment1,1
7525845590,man,person,Man,A person,True,187,187,man,person,Entailment1,1
2537584620,group+people,construction+crew,A group of people,A construction crew,True,-1,190,group people,construction crew,Entailment1,1
6795107714,bright+red+umbrella,red+umbrella,a bright red umbrella,a red umbrella,True,197,197,bright red umbrella,red umbrella,Entailment1,1
6965582571,man,person,A man,A person,True,100,100,man,person,Entailment1,1
3897909588,surfer,man,A surfer,A man,True,-1,-1,surfer,man,Independence,4
3897909588,man,surfer,A man,A surfer,True,-1,-1,man,surfer,Independence,4
3897909588,man,surfer,A man,a surfer,True,-1,-1,man,surfer,Independence,4
3897909588,top+wave,moderately+sized+wave,the top of a wave,a moderately sized wave,True,192,192,top wave,moderately sized wave,Independence,4
31326591,three+people,three+person,Three people,Three person,True,148,148,three people,three person,Equivalence,3
4379576888,workers,large+group+people,workers,A large group of people,True,119,119,workers,large group people,Independence,4
4379576888,people,large+group+people,People,A large group of people,True,119,119,people,large group people,Entailment1,1
4379576888,people,group+people,People,A group of people,True,119,119,people,group people,Entailment1,1
143688895,man,boy,A man,A boy,True,196,196,man,boy,Alternation,0
3077185981,person,man,A person,A man,True,161,161,person,man,Entailment1,1
3077185981,man,person,A man,A person,True,161,161,man,person,Entailment1,1
2752919987,musicians,band,musicians,a band,True,86,86,musicians,band,Independence,4
2337578794,public+building,building,the public building,this building,True,136,136,public building,building,Entailment1,1
2337578794,public+building,building,the public building,a building,True,136,136,public building,building,Entailment1,1
2724772157,young+asian+girl,woman,A young Asian girl,A woman,True,147,147,young asian girl,woman,Alternation,0
2724772157,woman,girl,A woman,a girl,True,147,147,woman,girl,Alternation,0
6778210987,sports+teams,two+players,sports teams,two players,True,18,18,sports teams,two players,Independence,4
2826647354,two+children,two+little+boys,Two children,Two little boys,True,199,199,two children,two little boys,Entailment1,1
3522749949,soccer+player,david+beckham+player,a soccer player,David Beckham player,True,33,33,soccer player,david beckham player,Entailment1,1
3522749949,field,grass+field,a field,the grass field,True,27,27,field,grass field,Entailment1,1
3522749949,grass+field,field,the grass field,a field,True,27,27,grass field,field,Entailment1,1
4655102365,city+'s+outdoor+fountain,water+fountain,an city 's outdoor fountain,a water fountain,True,-1,-1,city 's outdoor fountain,water fountain,Entailment1,1
